,name,online_order,book_table,rate,votes,location,rest_type,cuisines,type,city,review_sentimen
381,Utsav Restaurant,1,0,3.8,61,1,1,2,2,1,3.0
382,Crunch and Munch,1,0,3.7,23,84,1,3,2,1,3.0
383,Food Geek,1,0,3.8,25,4,1,3,2,1,3.0
384,Sri Krishna Aramane,1,0,3.7,40,49,1,4,2,1,3.0
385,Great Indian Rolls,1,0,3.3,4,4,1,1,2,1,3.0
386,Chats Point,1,0,3.4,8,4,1,2,2,1,4.0
387,Food Point,1,0,3.5,32,49,1,2,2,1,1.0
388,Swarga Ruchi,1,0,3.3,10,4,1,1,2,1,3.0
389,Kolkata King,1,0,3.4,6,4,1,2,2,1,1.0
390,Sandwich Mama's And Frozen Monster,1,0,3.8,53,32,1,3,2,1,3.0
391,New Rajadhani Spicy,1,0,3.7,67,49,1,1,2,1,3.0
392,Big Mishra Pedha,1,0,2.9,23,32,1,1,2,1,3.0
393,VEGeatz,1,0,3.4,19,1,1,2,2,1,4.0
394,Foodizo,1,0,3.6,24,1,1,3,2,1,3.0
395,Food Springs,1,0,4.0,232,32,1,2,2,1,3.0
396,Chung's Chinese Corner,1,0,3.9,221,32,1,1,2,1,3.0
397,Eurasia Pasta and Barbeque by Little Italy,1,1,4.1,1063,32,2,4,2,1,3.0
398,Goli Vada Pav No. 1,1,0,3.7,93,4,1,1,2,1,3.0
399,Ragoo's,1,0,3.9,233,32,1,4,2,1,3.0
400,Pure & Natural,1,0,3.9,211,32,1,5,2,1,3.0
401,Maiyas,1,0,4.0,1778,32,1,4,2,1,3.0
402,Sip n Dine,1,0,3.6,218,87,1,3,2,1,3.0
403,Cafe Mondo,1,0,3.7,514,4,1,3,2,1,3.0
404,Jalpaan,1,1,4.0,866,32,1,2,2,1,3.0
405,Kataria's Pakwan,1,0,3.2,96,49,1,1,2,1,3.0
406,Juicy Momos,1,0,3.5,80,1,1,2,2,1,3.0
407,Amande Patisserie,1,0,4.0,73,4,1,3,2,1,3.0
408,Anand Sweets and Savouries,1,0,3.9,84,32,1,2,2,1,3.0
409,Chicken Hunt,1,0,3.5,88,1,1,4,2,1,3.0
410,Swadesh Tadka,1,0,3.5,179,1,1,3,2,1,1.0
411,Cane-O-La,1,0,3.8,61,4,1,1,2,1,3.0
412,New Biryani Mane,1,0,3.7,128,84,1,4,2,1,3.0
413,Upahara Darshini,1,0,3.8,339,32,1,3,2,1,3.0
414,Karnataka Bhel House,1,0,4.1,449,4,1,1,2,1,3.0
415,Sreeraj Lassi Bar,1,0,4.1,210,32,2,1,2,1,3.0
416,Juice Junction Food Court,1,0,3.7,57,4,1,4,2,1,4.0
417,Bunt's Biriyani Palace,1,0,3.0,213,1,1,5,2,1,4.0
418,Chai Point,1,0,3.2,208,32,2,3,2,1,3.0
419,Janahaar,1,0,3.8,70,1,1,1,2,1,3.0
420,Redberrys,1,0,4.0,219,4,1,2,2,1,3.0
421,Utsav,1,0,3.7,59,1,1,2,2,1,1.0
422,Meat And Eat,1,0,3.1,10,1,1,2,2,1,3.0
423,Snacks Bite,1,0,3.0,9,49,1,2,2,1,1.0
424,The Spice Saga,1,0,3.7,124,49,1,4,2,1,3.0
425,Dakshin Cafe,1,0,3.7,19,49,1,1,2,1,3.0
426,Mr. Parathewala,1,0,3.700448817952718,0,32,2,1,2,1,1.0
427,Kaulige Millet Corner,1,0,3.3,4,4,1,2,2,1,3.0
428,Ifruit Ice Cream,1,0,3.3,4,49,1,2,2,1,4.0
429,Havmor,1,0,3.8,21,4,1,2,2,1,3.0
430,Grand Food,1,0,3.4,8,1,2,3,2,1,3.0
431,Dining Hut,1,0,3.5,10,49,1,3,2,1,3.0
432,7 Hills Garden Restaurant,1,0,3.700448817952718,0,1,1,3,2,1,3.0
433,Desi Swaad,1,0,3.5,10,49,1,1,2,1,3.0
434,Yummy Momos,1,0,3.2,4,49,1,3,2,1,4.0
435,Masale Daan,1,0,3.1,4,1,1,1,2,1,1.0
436,Sri Manjunatha Tandoori Corner,1,0,3.700448817952718,0,84,1,1,2,1,0.0
437,Grow Fit,1,0,3.6,16,29,2,3,2,1,3.0
439,Cutcakes,1,0,3.700448817952718,0,49,2,1,2,1,0.0
441,Sandwich Hub,1,0,3.4,12,32,1,2,2,1,3.0
442,Healthy Bakes 'n' Brew,1,0,3.700448817952718,0,32,1,1,2,1,0.0
443,Udupi Sri Krishna Cafe,1,0,3.9,14,32,1,2,2,1,3.0
444,Starlite Bakery & Fastfood,1,0,3.7,0,32,1,7,2,1,3.0
445,Veganbreak24x7,1,0,2.8,5,13,2,4,2,1,1.0
446,Aadhya Hotel,1,0,3.3,5,4,2,4,2,1,0.0
447,Dodda Mane Baaduta,1,0,3.5,15,1,1,4,2,1,3.0
448,Swadd Kitchen,1,0,3.4,4,4,1,2,2,1,3.0
449,Nandini Milk Parlour and Restaurant,1,0,3.700448817952718,0,57,2,4,2,1,0.0
450,Happy Chopsticks,1,0,3.6,17,4,1,2,2,1,3.0
451,Sai Super Sandwich,1,0,3.700448817952718,0,1,1,2,2,1,0.0
452,Right Pizza,1,0,3.700448817952718,0,4,1,1,2,1,0.0
453,Udupi Upachar,1,0,3.3,6,1,1,2,2,1,4.0
454,Davanagere Benne Dose Hut,1,0,3.4,10,1,1,1,2,1,4.0
455,The Sip Shop,1,0,3.700448817952718,0,4,1,3,2,1,4.0
456,Jalsa,1,1,4.1,775,1,1,3,2,1,3.0
457,Subz,1,1,4.2,2022,32,1,2,2,1,3.0
458,Rajastani Rasoi,1,0,3.700448817952718,0,4,1,1,2,1,0.0
459,Sri Banashankari Upahara,1,0,3.700448817952718,0,49,1,2,2,1,0.0
460,Cafe Shuffle,1,1,4.2,150,1,1,3,2,1,3.0
461,Mint and Mustard,1,0,4.0,232,4,1,2,2,1,3.0
462,Chinese Square,1,0,3.9,38,4,1,1,2,1,4.0
463,Hyderabad Express,1,0,3.700448817952718,0,1,1,5,2,1,3.0
464,Punjabi Raswada,1,1,3.5,431,32,1,1,2,1,3.0
465,Vinny's,1,1,4.2,2115,1,1,4,2,1,3.0
466,Chetty's Corner,1,0,3.4,30,84,1,3,2,1,1.0
467,Kapoor's Cafe,1,0,4.2,150,32,1,1,2,1,3.0
468,Donne Biryani & Kabab Corner,1,0,3.3,12,49,1,2,2,1,3.0
469,Sukh Sagar,1,0,3.8,155,32,1,4,2,1,3.0
470,S M V Snacks Corner,1,0,3.7,33,4,1,1,2,1,3.0
471,Andhra Ruchulu,1,1,4.1,666,32,2,4,2,1,3.0
472,The Samosa Co,1,0,3.700448817952718,0,32,1,2,2,1,3.0
473,Steaming Mugs,1,0,3.9,240,4,1,1,2,1,3.0
474,San Churro Cafe,1,0,3.8,918,1,2,3,2,1,3.0
475,Rajathadri Food Fort,1,0,4.0,465,32,1,4,2,1,3.0
476,Brew Meister,1,1,4.1,970,32,2,5,2,1,3.0
477,Rasoi,1,0,3.3,128,1,1,2,2,1,0.0
478,Mr. Singh Da Dhaba,1,0,3.6,241,49,1,2,2,1,1.0
479,Kababs N Biryani,1,0,3.4,22,1,1,1,2,1,1.0
480,Ayodhya Upachar,1,0,4.3,734,1,1,4,2,1,3.0
481,Biriyani Mane,1,0,3.8,130,32,1,2,2,1,3.0
482,Cafe Ajfan,1,0,4.2,261,32,1,3,2,1,3.0
483,Brundhavana Food Point,1,0,4.0,191,49,1,5,2,1,2.0
484,SLV Corner Restaurant,1,0,4.1,364,4,1,6,2,1,3.0
485,Biryani Royals Garden,1,0,3.700448817952718,0,49,1,3,2,1,0.0
486,Hotel New Karavali,1,0,3.8,133,1,1,3,2,1,4.0
487,The Krishna Grand,1,0,3.9,888,1,1,5,2,1,3.0
488,360 Atoms Restaurant And Cafe,1,0,3.1,13,1,1,4,2,1,3.0
489,Roti Ghar,1,0,3.9,750,4,1,3,2,1,3.0
490,The Coffee Shack,1,1,4.2,164,1,1,4,2,1,3.0
491,Multi Snacky Hub,0,0,3.700448817952718,0,4,1,1,2,1,0.0
492,Kettle & Kegs,1,0,3.2,6,1,1,2,2,1,3.0
493,Baisakhi,1,0,3.8,527,4,1,1,2,1,3.0
494,Corner House Ice Cream,0,0,4.3,345,1,1,2,3,1,3.0
495,Poonam Sweets,0,0,4.4,356,1,1,1,3,1,3.0
496,XO Belgian Waffle,1,0,3.7,17,1,1,2,3,1,3.0
497,Old Mumbai Ice Cream,1,0,3.9,38,1,1,1,3,1,3.0
498,Cake of the Day,0,0,3.7,78,1,2,1,3,1,3.0
499,Amma's Pastries,0,0,3.8,60,1,1,1,3,1,3.0
500,Kanti Sweets,1,0,4.0,115,1,1,2,3,1,4.0
501,Sugar Rush,0,0,3.8,39,1,1,2,3,1,4.0
502,Polar Bear,1,0,3.9,116,1,1,4,3,1,3.0
503,San Churro Cafe,1,0,3.8,918,1,2,3,3,1,3.0
504,Anand Sweets and Savouries,0,0,3.7,46,1,2,2,3,1,3.0
505,Ibaco,1,0,3.9,41,1,1,1,3,1,4.0
506,Kirthi's Biryani,1,0,3.8,144,1,1,3,3,1,3.0
507,The Lassi and Juice Park,0,0,3.8,28,1,2,2,3,1,3.0
508,Stoned Monkey,1,0,4.3,860,1,1,2,3,1,3.0
509,Parimala Sweets,0,0,3.5,14,1,1,2,3,1,3.0
510,The Big O Bakes,0,0,4.0,66,1,1,2,3,1,3.0
511,Shree Mahalakshmi Sweets,1,0,3.2,8,1,1,2,3,1,4.0
512,Keventers,1,0,3.7,54,1,2,3,3,1,3.0
513,Dessert Rose,0,0,3.5,7,1,1,1,3,1,4.0
514,Thanco's Natural Ice Creams,0,0,3.2,9,1,1,1,3,1,3.0
515,Corner Stone,0,0,3.6,42,1,2,4,3,1,3.0
516,Kaggis,0,0,3.8,64,1,1,2,3,1,4.0
517,Cocoa Bakes,1,0,3.6,14,1,1,2,3,1,3.0
518,Floured-Baked With Love,0,0,3.8,45,1,2,1,3,1,3.0
519,CAFE NOVA,0,0,3.2,11,1,1,2,3,1,3.0
520,Cakes & Slices,0,0,3.5,13,1,1,2,3,1,3.0
521,Arun Ice Cream,0,0,3.4,7,1,1,2,3,1,3.0
522,Just Bake,0,0,3.4,8,1,1,2,3,1,0.0
523,Dharwad Line Bazaar Mishra Pedha,0,0,3.700448817952718,0,1,1,1,3,1,0.0
524,Cake Bite,0,0,3.700448817952718,0,1,1,1,3,1,1.0
525,Kwality Wall's Swirl's Happiness Station,0,0,2.9,25,1,1,2,3,1,3.0
526,Melting Melodies,0,0,3.700448817952718,0,1,1,1,3,1,0.0
527,Sweet N Swirl,0,0,3.2,17,1,1,2,3,1,3.0
528,Me And My Cake,0,0,3.700448817952718,0,1,1,2,3,1,3.0
529,Mukesh Sweet Centre,0,0,3.700448817952718,0,1,1,1,3,1,0.0
530,Darkolates,0,0,3.700448817952718,0,1,1,1,3,1,0.0
531,Sai Super Sandwich,1,0,3.700448817952718,0,1,1,2,3,1,0.0
532,Sweet Truth,1,0,3.9,35,1,1,2,3,1,3.0
533,Waffle-A-Go Go,1,0,3.9,70,1,1,3,3,1,3.0
534,Gopi Ice Creams,0,0,3.700448817952718,0,1,1,1,3,1,0.0
535,Sri Venkateshwara Sweet Meat Stall,0,0,4.0,98,4,2,4,3,1,3.0
536,Baskin Robbins,0,0,3.7,25,4,1,2,3,1,3.0
537,Redberrys,1,0,4.0,219,4,1,2,3,1,3.0
538,Amande Patisserie,1,0,4.0,73,4,1,3,3,1,3.0
539,Srinivasa Brahmins Bakery,0,0,3.6,16,4,2,2,3,1,3.0
540,Jain Bakes,0,0,3.6,8,4,1,2,3,1,3.0
541,Cake Ghar,1,0,3.8,15,4,1,1,3,1,4.0
542,KC Das - Sweet Spot,0,0,3.6,46,4,2,2,3,1,3.0
543,Sugar Stars Co,0,0,3.700448817952718,0,4,1,2,3,1,3.0
544,Diabetics Dezire Sugarless Sweets and Bakes,1,0,3.3,13,4,2,2,3,1,1.0
545,Cake Yard,1,0,3.3,9,4,1,1,3,1,4.0
546,Iceberg Icecreams,1,0,4.0,43,4,1,2,3,1,3.0
547,A2B Veg - Adyar Ananda Bhavan,1,0,2.7,97,4,1,4,3,1,2.0
548,Bombay Kulfis,0,0,3.700448817952718,0,29,1,1,3,1,0.0
549,Sri Krishna Sweets,1,0,3.7,22,4,1,2,3,1,3.0
550,Cake Art,0,0,3.5,15,4,2,1,3,1,3.0
551,Cakecraft,0,0,3.700448817952718,0,32,1,1,3,1,0.0
552,Asha Sweets Centre,1,0,3.6,27,4,1,1,3,1,3.0
553,My Tea House,1,1,3.700448817952718,0,1,1,4,4,1,3.0
554,The Krishna Grand,1,0,3.9,888,1,1,5,4,1,3.0
555,Sea Spice by 7 Star,1,1,4.0,349,1,1,6,4,1,3.0
556,Mini Punjabi Dhaba,1,0,4.2,287,1,1,1,4,1,3.0
557,Onesta,1,1,4.6,2556,1,2,3,4,1,3.0
558,Wamama,1,1,4.2,354,1,1,7,4,1,3.0
559,Jalsa,1,1,4.1,775,1,1,3,4,1,3.0
560,Vinny's,1,1,4.2,2115,1,1,4,4,1,3.0
561,Jcubez,0,1,3.8,977,1,1,1,4,1,3.0
562,Gustoes Beer House,0,0,4.1,868,1,1,6,4,1,3.0
563,Penthouse Cafe,1,0,4.0,324,1,1,3,4,1,3.0
564,Spice Elephant,1,0,4.1,787,1,1,3,4,1,3.0
565,Smacznego,1,0,4.2,504,1,1,5,4,1,3.0
566,CafÃÂÃÂÃÂÃÂ© Down The Alley,1,0,4.1,402,1,1,1,4,1,3.0
567,Cafe Shuffle,1,1,4.2,150,1,1,3,4,1,3.0
568,The Coffee Shack,1,1,4.2,164,1,1,4,4,1,3.0
569,Peppy Peppers,0,0,4.2,244,1,1,3,4,1,3.0
570,Anna Kuteera,1,0,4.0,771,1,1,3,4,1,3.0
571,Szechuan Dragon,1,0,4.2,1647,1,1,3,4,1,3.0
572,1947,0,1,4.0,808,1,1,2,4,1,3.0
573,Caf-Eleven,0,0,4.0,424,1,1,2,4,1,3.0
574,Thamboola,1,0,3.9,135,1,1,3,4,1,3.0
575,Ferment,0,0,3.700448817952718,0,1,2,1,4,1,3.0
576,Havyaka Mess,0,0,3.9,28,1,1,1,4,1,3.0
577,San Churro Cafe,1,0,3.8,918,1,2,3,4,1,3.0
578,Cafe Vivacity,1,0,3.8,90,1,1,1,4,1,3.0
579,Chung Wah,1,0,3.9,519,1,1,4,4,1,3.0
580,Vietnamese Kitchen,1,0,3.6,105,1,1,1,4,1,3.0
581,Blue Wings Bar & Restaurant,0,0,3.7,43,1,2,2,4,1,3.0
582,Anand Sweets and Savouries,0,0,3.7,46,1,2,2,4,1,3.0
583,Catch-up-ino,1,0,3.9,133,1,1,5,4,1,3.0
584,Kirthi's Biryani,1,0,3.8,144,1,1,3,4,1,3.0
585,T3H Cafe,0,0,3.9,93,1,1,3,4,1,3.0
586,Srikrishna Bhavan,1,0,3.8,42,1,1,3,4,1,4.0
587,Dal Tadkaa,1,0,2.5,247,1,1,1,4,1,3.0
588,360 Atoms Restaurant And Cafe,1,0,3.1,13,1,1,4,4,1,3.0
589,New Imperial Restaurant,0,0,3.7,39,1,1,2,4,1,3.0
590,The Vintage Cafe,1,0,3.0,62,1,1,3,4,1,3.0
591,Green Gardenia,1,0,3.8,160,1,1,2,4,1,3.0
592,Parimala Sweets,0,0,3.5,14,1,1,2,4,1,3.0
593,Vaishali Deluxe,0,0,3.8,42,1,1,2,4,1,3.0
594,Paradise Premium,1,0,3.1,119,1,1,4,4,1,1.0
595,Kadala Tarangaa,1,0,3.6,129,1,1,3,4,1,3.0
596,My Tea House,1,1,3.700448817952718,0,1,1,4,4,1,3.0
597,Vi Ra's Bar and Restaurant,0,0,3.3,62,1,1,3,4,1,0.0
598,Annapooraneshwari Mess,0,0,3.700448817952718,0,1,1,1,4,1,0.0
599,Sri Yaksha Shiv Sagar,1,0,3.6,24,1,1,2,4,1,4.0
600,7 Hills Restaurant,0,0,3.700448817952718,0,1,1,2,4,1,0.0
601,Nandhini Deluxe,0,0,2.6,283,1,1,1,4,1,3.0
602,Corner Stone,0,0,3.6,42,1,2,4,4,1,3.0
603,Karavali Fish Center,0,0,3.4,10,1,1,2,4,1,3.0
604,Ayda Persian Kitchen,0,0,3.7,39,1,1,2,4,1,3.0
605,J Spice,1,0,3.8,59,1,1,2,4,1,3.0
606,Swadesh Tadka,1,0,3.5,179,1,1,3,4,1,1.0
607,Iyer's Tiffin Centre,0,0,3.8,62,1,1,2,4,1,3.0
608,Kydz Adda,0,0,3.4,6,1,1,1,4,1,3.0
609,K27 - The Pub,0,0,3.1,30,1,1,2,4,1,3.0
610,Kotian Karavali Restaurant,0,0,3.5,10,1,1,2,4,1,3.0
611,Food Box Cafe,0,0,3.6,36,1,1,3,4,1,3.0
612,Hide Out Cafe,0,0,3.7,31,1,1,1,4,1,3.0
613,Linnet Bar & Restaurant,0,0,3.700448817952718,0,1,1,2,4,1,3.0
614,CAFE NOVA,0,0,3.2,11,1,1,2,4,1,3.0
615,Darbar,0,0,3.0,98,1,1,2,4,1,4.0
616,Sri Ganesh Juice and Chats,0,0,3.5,18,1,2,2,4,1,3.0
617,Manifest Cafe,0,0,3.5,10,1,1,3,4,1,4.0
618,Beijing Bites,0,0,2.7,128,1,1,2,4,1,3.0
619,Karavali Lunch Home,0,0,3.700448817952718,0,1,1,4,4,1,1.0
620,The Pizzeria,1,0,2.8,45,1,1,3,4,1,3.0
621,Sri Krishna Sagar,1,0,3.2,119,1,1,2,4,1,1.0
622,Lassi Stop,1,0,3.4,12,1,2,3,4,1,1.0
623,Banashankari Nati Style,0,0,3.700448817952718,0,1,1,4,4,1,0.0
624,Sea Green Cafe,0,0,3.3,4,1,1,3,4,1,3.0
625,Cafe Coffee Day,0,0,3.700448817952718,0,1,1,2,4,1,3.0
626,SLN Bar and Restaurant,0,0,3.700448817952718,0,1,1,2,4,1,0.0
627,Kaumudis Juoice,0,0,3.700448817952718,0,1,2,3,4,1,4.0
628,Parijatha Paradise,1,0,3.700448817952718,0,1,1,5,4,1,0.0
629,As On Fire,1,0,3.5,41,80,1,3,4,1,3.0
630,Pizza Hut,1,0,3.7,405,1,1,2,4,1,3.0
631,New Prashanth Hotel,1,0,3.9,388,1,1,4,4,1,3.0
632,Taaza Thindi,0,0,4.7,651,1,1,1,4,1,3.0
633,Hyderabad Express,1,0,3.700448817952718,0,1,1,5,4,1,3.0
634,Ayodhya Upachar,1,0,4.3,734,1,1,4,4,1,3.0
635,Petoo,0,0,3.7,21,1,1,1,4,1,1.0
636,Roving Feast,0,0,4.0,1047,1,1,5,4,1,3.0
637,KFC,1,0,3.8,505,1,1,2,4,1,1.0
638,Five Star Chicken,0,0,3.6,55,1,1,2,4,1,3.0
639,Gama Gama,1,0,3.9,264,1,1,1,4,1,3.0
640,Hotel New Karavali,1,0,3.8,133,1,1,3,4,1,4.0
641,Kaapi Corner,0,0,3.700448817952718,0,1,1,1,4,1,3.0
642,McDonald's,1,0,3.9,286,1,1,2,4,1,4.0
643,Sri Laxmi Venkateshwara Coffee Bar,0,0,4.4,343,1,1,1,4,1,3.0
644,Bhattara Bhojana,1,0,3.6,66,1,1,1,4,1,3.0
645,Davanagere Benne Dose Hut,1,0,3.4,10,1,1,1,4,1,4.0
646,Utsav Restaurant,1,0,3.8,61,1,1,2,4,1,3.0
647,Messy Bowl,0,0,3.8,70,1,1,2,4,1,3.0
648,Devanna Dum Biriyani Centre,1,0,3.6,28,1,1,2,4,1,1.0
649,Janahaar,1,0,3.8,70,1,1,1,4,1,3.0
650,Stop 'N' Joy,1,0,3.8,28,1,1,1,4,1,3.0
651,Dodda Mane Baaduta,1,0,3.5,15,1,1,4,4,1,3.0
652,Chickpet Donne Biryani House,1,0,3.8,131,1,1,1,4,1,1.0
653,Brahmin Cafe,0,0,3.8,19,1,1,1,4,1,3.0
654,Chumma Delicious,1,0,3.7,237,1,1,2,4,1,3.0
655,Udupi Upachar,1,0,3.3,6,1,1,2,4,1,4.0
656,Bengaluru Coffee House,1,0,4.1,201,1,1,4,4,1,3.0
657,Foodiction,1,0,2.8,506,1,1,4,4,1,1.0
658,The Biryani Cafe,0,0,4.1,520,1,1,3,4,1,3.0
659,Spicy Tandoor,0,0,3.700448817952718,0,1,1,1,4,1,3.0
660,Banashankari Donne Biriyani,1,0,3.8,104,1,1,2,4,1,3.0
661,Addhuri Udupi Bhojana,0,0,3.7,88,1,1,2,4,1,3.0
662,Vasanth Vihar - Since 1965,1,0,3.6,95,1,1,2,4,1,4.0
663,Subway,1,0,3.7,136,1,1,2,4,1,3.0
664,SGS Non Veg - Gundu Pulav,1,0,3.8,101,1,1,2,4,1,3.0
665,Udupi Ruchi Grand,1,0,4.2,60,1,1,4,4,1,3.0
666,Hotel Mangala,0,0,3.9,88,1,1,1,4,1,4.0
667,Simple Thindies,0,0,3.5,8,1,1,1,4,1,3.0
668,Rolls On Wheels,0,0,3.4,145,1,1,3,4,1,3.0
669,Chilli Flakes,1,0,3.6,46,1,1,3,4,1,3.0
670,Kababs N Biryani,1,0,3.4,22,1,1,1,4,1,1.0
671,Udupi Ruchi,1,0,3.9,57,1,1,4,4,1,1.0
672,SLV Swadishta,0,0,3.8,189,1,1,1,4,1,3.0
673,Kolbeh,0,0,3.7,22,1,1,1,4,1,3.0
674,Kolkata Kathi Roll's,1,0,3.6,18,1,1,2,4,1,3.0
675,Mylari Biryani Family Restaurant,1,0,3.7,73,1,1,2,4,1,3.0
676,Upahar Sagar,0,0,3.8,39,1,1,3,4,1,3.0
677,Domino's Pizza,1,0,3.9,540,1,1,2,4,1,3.0
678,New Sagar Fast Food,0,0,3.6,71,1,1,2,4,1,1.0
679,Namma Biryani,1,0,3.6,24,1,1,3,4,1,3.0
680,Chill Out,0,0,3.700448817952718,0,1,1,2,4,1,3.0
681,Parama Ruchi,0,0,3.5,11,1,1,4,4,1,0.0
682,Thrilok Restaurant,0,0,3.4,9,1,1,2,4,1,1.0
683,Meat And Eat,0,0,3.5,12,1,1,2,4,1,0.0
684,Ande Ka Funda,1,0,3.8,120,1,1,3,4,1,4.0
685,Dakshin Grand,1,0,3.0,82,1,1,4,4,1,3.0
686,Chicken Hunt,1,0,3.5,88,1,1,4,4,1,3.0
687,7 Hills Garden Restaurant,1,0,3.700448817952718,0,1,1,3,4,1,3.0
688,Maruthi Davangere Benne Dosa,1,0,4.0,17,1,1,1,4,1,3.0
689,Shri Guru Raghavendra Grand Veg,0,0,3.700448817952718,0,1,1,3,4,1,3.0
690,Pizza Stop,1,0,3.0,87,1,1,2,4,1,3.0
691,Madhappa Hindu Military Hotel,1,0,3.4,14,1,1,1,4,1,3.0
692,Krishna Sagar,0,0,3.5,31,1,1,1,4,1,3.0
693,Hanumanthanagar Biryani Junction,0,0,3.5,17,1,1,1,4,1,3.0
694,Faasos,1,0,4.2,415,1,1,3,4,1,3.0
695,Rasoi,1,0,3.3,128,1,1,2,4,1,0.0
696,SLV Refreshment,0,0,4.1,94,1,1,1,4,1,3.0
697,Kaggis,0,0,3.8,64,1,1,2,4,1,4.0
698,Chatar Patar,0,0,3.7,65,1,1,2,4,1,3.0
699,Seven Star,1,0,3.4,7,1,1,2,4,1,4.0
700,SVKP Daily Fresh,0,0,3.3,5,1,1,1,4,1,3.0
701,Kidambi's Kitchen,0,0,3.5,52,1,1,1,4,1,3.0
702,Ruchi's Corner,1,0,2.7,123,1,1,1,4,1,1.0
703,Tandoori Knight,1,0,3.0,290,1,1,4,4,1,1.0
704,Utsav,1,0,3.7,59,1,1,2,4,1,1.0
705,Mane Thindi,0,0,3.7,130,1,1,1,4,1,3.0
706,Fast And Fresh,1,0,2.8,91,1,1,3,4,1,1.0
707,New Gowda's Fried Chicken,1,0,3.3,12,1,1,1,4,1,1.0
708,Juicy Momos,1,0,3.5,80,1,1,2,4,1,3.0
709,Donne Biriyani House,1,0,3.9,441,1,1,4,4,1,1.0
710,Srinagar Kabab Corner,0,0,3.4,10,1,1,1,4,1,0.0
711,Sri Venkateshwara Chat Centre,0,0,3.5,12,1,1,1,4,1,3.0
712,Vinay Bhel Corner,0,0,3.4,7,1,1,1,4,1,3.0
713,Spice 9,0,0,3.4,8,1,1,4,4,1,3.0
714,Roti Land,0,0,3.700448817952718,0,1,1,1,4,1,0.0
715,Naveen Kabab & Biriyani Mane,0,0,3.2,9,1,1,1,4,1,0.0
716,Nandi Chats and Juice,0,0,3.6,47,1,1,1,4,1,3.0
717,Atithi Point Ande Ka Funda,0,0,3.1,29,1,1,1,4,1,3.0
718,Yaarub Hotel,0,0,3.700448817952718,0,1,1,1,4,1,3.0
719,Aarush's Food Plaza,0,0,3.700448817952718,0,1,1,2,4,1,0.0
720,Rotti Mane,0,0,3.700448817952718,0,1,1,1,4,1,0.0
721,Karnataka Bhel House,0,0,3.700448817952718,0,1,1,1,4,1,0.0
722,Kannadigas Karavali,0,0,3.700448817952718,0,1,1,3,4,1,0.0
723,The Coorg Kitchen,0,0,3.700448817952718,0,1,1,1,4,1,0.0
724,Just Shawarma,1,0,3.8,66,1,1,1,4,1,3.0
725,Aramane Donne Biryani,1,0,3.1,28,1,1,1,4,1,1.0
726,FOOD ADDA,0,0,3.2,4,1,1,1,4,1,3.0
727,New Mangalore Lunch Home,0,0,3.3,7,1,1,3,4,1,0.0
728,Hotel Nisarga,0,0,3.2,5,1,1,2,4,1,0.0
729,Coffee Bytes,0,0,3.1,6,1,1,2,4,1,3.0
730,Parjanya Chat Zone,0,0,3.3,17,1,1,2,4,1,3.0
731,Yo Roll Corner,0,0,3.0,27,1,1,2,4,1,3.0
732,New Quality Dum Biryani,0,0,3.1,9,1,1,1,4,1,1.0
733,Sri Lakshmi Kabab Center,0,0,3.3,4,1,1,1,4,1,0.0
734,Cueferia A-Cafe,0,0,3.700448817952718,0,1,1,5,4,1,0.0
735,Sri Basaveshwar Jolada Rotti Oota,0,0,3.700448817952718,0,1,1,1,4,1,0.0
736,Dtink Lab,0,0,3.700448817952718,0,1,1,2,4,1,0.0
737,Shree Udupi South kitchen,0,0,3.700448817952718,0,1,1,1,4,1,0.0
738,Foodlieious Multi Cuisine,0,0,3.700448817952718,0,1,1,1,4,1,0.0
739,Tasty Bites,0,0,3.7,21,1,1,2,4,1,3.0
740,Raams Chicken,0,0,3.6,22,1,1,1,4,1,3.0
741,Panchami,0,0,3.0,15,1,1,2,4,1,3.0
742,Bangalore Kabab Palace,0,0,3.700448817952718,0,1,1,2,4,1,0.0
743,Hotel Andhra Speices,0,0,3.700448817952718,0,1,1,1,4,1,0.0
744,Quality Dum Biriyani,0,0,3.700448817952718,0,1,1,2,4,1,0.0
745,Sri Murari Family Restaurant,0,0,3.700448817952718,0,1,1,1,4,1,1.0
746,Taja Coffee,0,0,3.700448817952718,0,1,1,1,4,1,0.0
747,Aramane Donne Biriyani,0,0,3.700448817952718,0,1,1,2,4,1,0.0
748,Swaada Healthy Kitchen,0,0,3.700448817952718,0,1,2,3,4,1,0.0
749,New Prakash Hotel,0,0,3.700448817952718,0,1,1,1,4,1,3.0
750,Gawdaru Mane Beriyani,0,0,3.700448817952718,0,1,1,2,4,1,0.0
751,Kings Court Daba,0,0,3.700448817952718,0,1,1,2,4,1,0.0
752,MM Tiffen Center,0,0,3.700448817952718,0,1,1,2,4,1,0.0
753,Sri Raghavendra Prasanna Coffee Beans Club,0,0,3.700448817952718,0,1,1,1,4,1,0.0
754,Sri Balaji Tiffin Centre,0,0,3.700448817952718,0,1,1,2,4,1,0.0
755,New Indraprasta,0,0,3.700448817952718,0,1,1,2,4,1,0.0
756,Sree Sagar,1,0,3.700448817952718,0,1,1,1,4,1,3.0
757,VEGeatz,1,0,3.4,19,1,1,2,4,1,4.0
758,Grand Food,1,0,3.4,8,1,2,3,4,1,3.0
